24460,Homeplus,New Taipei,2025-10-01T00:01:03.824967Z,15.847189388214197,66.399,91463282.02316321,94717570.99563742,,61.63.210.175
24461,Homeplus,Banqiao,2025-10-01T01:01:02.386822Z,14.444170355451327,29.942,91882149.48314716,94966294.75336821,,61.63.210.175
24460,Homeplus,New Taipei,2025-10-01T02:01:02.610053Z,15.847189388214197,26.74,91267680.4161515,90754882.17750241,,61.63.210.175
5334,"Taiwan Star Telecom Co., Ltd.",Taipei,2025-10-01T03:01:02.917544Z,15.847189388214197,58.3,90552901.4976466,93688705.13141106,,61.63.210.175
38330,Taiwan Mobile,Da'an District,2025-10-01T04:01:04.437299Z,9.70768513168519,109.703,91062809.95930472,83703232.13841307,,61.63.210.175
5334,"Taiwan Star Telecom Co., Ltd.",Taipei,2025-10-01T05:01:03.022341Z,15.847189388214197,34.935,88851140.41303644,95192925.84027593,,61.63.210.175
18445,Chunghwa Mobile,Taipei,2025-10-01T06:01:03.235026Z,11.006899950030189,25.896,90536446.21217358,94215841.5763134,,61.63.210.175
17265,FarEasTone Telecom,Zhonghe,2025-10-01T07:01:02.947504Z,11.552168423249782,32.429,90822341.57758757,94682967.05552855,,61.63.210.175
17186,FarEasTone Telecom,Zhongli,2025-10-01T08:01:02.857858Z,38.47376275985003,29.419,81394648.49574514,95030393.19212879,,61.63.210.175
35066,DFT,Taipei,2025-10-01T09:01:02.822007Z,11.006899950030189,40.099,89865322.3549888,95054138.71730256,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-01T10:01:03.320213Z,11.006899950030189,20.481,90963616.1417358,93660823.453628,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-01T11:01:03.298549Z,11.006899950030189,42.495,88519965.86763233,94369117.76696013,,61.63.210.175
35066,DFT,Taipei,2025-10-01T12:01:02.708123Z,11.006899950030189,93.863,90333677.07109734,94921041.42718655,,61.63.210.175
35066,DFT,Taipei,2025-10-01T13:01:02.530302Z,11.006899950030189,41.424,89957736.27859853,93761508.68805641,,61.63.210.175
35066,DFT,Taipei,2025-10-01T14:01:03.242051Z,11.006899950030189,26.547,88797031.01432395,93748593.24510375,,61.63.210.175
24461,Homeplus,Banqiao,2025-10-01T15:01:02.640527Z,14.444170355451327,85.412,91361108.13466458,94706943.070115,,61.63.210.175
18447,Chunghwa Mobile,New Taipei,2025-10-01T16:01:02.480030Z,15.847189388214197,12.516,74865061.31740507,60069306.60434473,,61.63.210.175
18447,Chunghwa Mobile,New Taipei,2025-10-01T17:01:03.457164Z,15.847189388214197,38.743,85262715.53009729,93496561.49515578,,61.63.210.175
29283,Homeplus,Shulin District,2025-10-01T18:01:03.038778Z,17.190260077180564,52.191,76780494.48946698,0.0,,61.63.210.175
29283,Homeplus,Shulin District,2025-10-01T19:01:02.616809Z,17.190260077180564,76.758,88909729.44043885,0.0,,61.63.210.175
29283,Homeplus,Shulin District,2025-10-01T20:01:03.688659Z,17.190260077180564,18.699,81673121.08858232,0.0,,61.63.210.175
18445,Chunghwa Mobile,Taipei,2025-10-01T21:01:02.553264Z,11.006899950030189,22.66,91108311.41884907,94962779.43439563,,61.63.210.175
24429,Homeplus,Taipei,2025-10-01T22:01:02.633669Z,11.006899950030189,22.452,91372872.23709226,94590350.34822191,,61.63.210.175
44603,Taiwan Digital Streaming Co.,Taipei,2025-10-01T23:01:03.148753Z,11.006899950030189,28.829,90968514.50110836,94953971.71441127,,61.63.210.175
24429,Homeplus,Taipei,2025-10-02T00:01:03.105651Z,11.006899950030189,32.036,91433836.74659519,94371945.96692285,,61.63.210.175
29283,Homeplus,Shulin District,2025-10-02T01:01:03.091449Z,17.190260077180564,30.039,86980693.10327566,0.0,,61.63.210.175
18447,Chunghwa Mobile,New Taipei,2025-10-02T02:01:02.989179Z,15.847189388214197,18.99,85134129.74675198,88337319.81270249,,61.63.210.175
38330,Taiwan Mobile,Da'an District,2025-10-02T03:01:03.241628Z,9.70768513168519,40.485,90866586.45783626,93997661.65032561,,61.63.210.175
61136,"Pittqiao Network Information Co.,Ltd.",Taipei,2025-10-02T04:01:03.445001Z,11.006899950030189,57.247,90264800.25038186,94798279.19090202,,61.63.210.175
61136,"Pittqiao Network Information Co.,Ltd.",Taipei,2025-10-02T05:01:02.924275Z,11.006899950030189,65.763,90308133.94402091,94103869.30938973,,61.63.210.175
29288,Homeplus,Daan District,2025-10-02T06:01:03.965183Z,9.868525280258714,27.148,86433052.65538554,94709259.48675816,,61.63.210.175
24460,Homeplus,New Taipei,2025-10-02T07:01:02.784789Z,15.847189388214197,30.539,91173006.65852307,94394225.78296638,,61.63.210.175
24460,Homeplus,New Taipei,2025-10-02T08:01:03.284961Z,15.847189388214197,33.668,91465598.88916251,94912591.53989851,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-02T09:01:02.573414Z,11.006899950030189,37.666,90808889.04015873,94605239.27020271,,61.63.210.175
18445,Chunghwa Mobile,Taipei,2025-10-02T10:01:02.767554Z,11.006899950030189,39.787,88740542.93438557,93753323.17455782,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-02T11:01:14.133794Z,11.006899950030189,23.686,91430943.43841259,94020813.47468317,,61.63.210.175
29716,Homeplus,Neihu District,2025-10-02T12:01:03.264118Z,13.608100889494484,27.34,91203631.55903596,94534908.27944471,,61.63.210.175
35066,DFT,Taipei,2025-10-02T13:01:03.226913Z,11.006899950030189,62.821,90624462.67441106,94514416.33231851,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-02T14:01:07.994293Z,11.006899950030189,48.647,90418487.24752203,94827602.23412126,,61.63.210.175
18445,Chunghwa Mobile,Taipei,2025-10-02T15:01:02.303960Z,11.006899950030189,13.221,87899534.89679535,94533449.74141024,,61.63.210.175
59180,Starverse Network,Taipei City,2025-10-02T16:01:03.335798Z,11.006899950030189,17.704,87978393.02511382,94724252.95311634,,61.63.210.175
36071,"Sky Digital Co., Ltd",Taipei,2025-10-02T17:01:02.571643Z,11.006899950030189,19.328,92070608.0452382,94105122.14070547,,61.63.210.175
24461,Homeplus,Banqiao,2025-10-02T18:01:03.160276Z,14.444170355451327,18.155,91474338.72562842,94132967.93556365,,61.63.210.175
7429,Taipeinet,Taipei,2025-10-02T19:01:03.115209Z,11.006899950030189,14.586,90819922.32766671,95055811.7973391,,61.63.210.175
35066,DFT,Taipei,2025-10-02T20:01:03.021679Z,11.006899950030189,34.164,89548874.55675402,94703143.24281332,,61.63.210.175
18450,Chunghwa Mobile,Hsinchu,2025-10-02T21:01:02.912449Z,62.48879530708989,76.727,90999330.02163593,95775073.41035928,,61.63.210.175
36634,SEEDNET,Taoyuan District,2025-10-02T22:01:03.090826Z,29.592754645753487,42.391,90791307.70719142,95112869.10136403,,61.63.210.175
